name,rating,rating_norm,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,reviews,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide,num_cuisines,Italian,American,Chinese,Healthy,Seafood,Middle Eastern,International,Indian,Central Asian,Bar,European,Pizza,Asian,Latin,Japanese,Cafe,British,French,Fast Food,African,Vegan,Halal/Kosher,Gluten-free,Vegetarian friendly,The menu does not match the diets,Parking,Free Wifi,Dog Friendly,Options for PWD, Has Diff Payment Options,Family,Good Location,Gift Cards,Alcohol,Reservations,Has Diff Dining Services,Entertainment
Goldfish,3.5,-1.3774105049090426,$$ - $$$,False,51.55559,-0.175768,False,False,138,24.0,18.0,20.0,44.0,32.0,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
Revolve Brasserie,4.0,-0.32814924561338926,$$ - $$$,False,51.51874,-0.0829,False,False,13,1.0,1.0,1.0,1.0,9.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
Jamon Jamon,4.0,-0.32814924561338926,$$ - $$$,False,51.51391,-0.129176,False,False,18,2.0,1.0,2.0,5.0,8.0,0.0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Circus Bros,4.5,0.7211120136822641,$,False,51.54398,-0.15402,False,False,22,3.0,0.0,0.0,0.0,19.0,0.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
The Westbury,4.5,0.7211120136822641,$$ - $$$,False,51.59347,-0.098472,False,False,72,2.0,1.0,3.0,15.0,51.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
Westwood Sports Pub & Kitchen,3.5,-1.3774105049090426,$$ - $$$,False,51.509563,-0.222941,False,False,45,10.0,3.0,3.0,4.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0
Pig & Whistle,4.0,-0.32814924561338926,$$ - $$$,False,51.441143,-0.19683,False,False,68,7.0,5.0,6.0,24.0,26.0,0.0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
123v Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.51784,-0.132778,False,False,41,6.0,4.0,1.0,6.0,24.0,0.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Kuku Riku,4.5,0.7211120136822641,$$ - $$$,False,51.54246,-0.148155,False,False,78,6.0,1.0,5.0,10.0,56.0,0.0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Victoria Tavern,4.5,0.7211120136822641,$$ - $$$,False,51.5508,-0.110303,True,False,21,2.0,0.0,2.0,3.0,14.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Village Paddington,4.0,-0.32814924561338926,$$ - $$$,False,51.513767,-0.178953,False,False,16,3.0,0.0,0.0,1.0,12.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0
Essex Rd Fish Kitchen,5.0,1.7703732729779174,$,False,51.54077,-0.095211,True,False,1,0.0,0.0,0.0,0.0,1.0,0.0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
Chilli and Basil Thai kitchen,4.5,0.7211120136822641,$$ - $$$,False,51.44484,-0.2042,True,False,8,0.0,2.0,0.0,0.0,6.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Heath Street Kitchen,4.5,0.7211120136822641,$$ - $$$,False,51.555664,-0.17847,False,False,19,0.0,1.0,1.0,1.0,16.0,0.0,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
The Little Ship club,4.5,0.7211120136822641,$$ - $$$,False,51.509758,-0.092766,False,False,19,1.0,0.0,1.0,2.0,15.0,0.0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Lahore Grill,4.0,-0.32814924561338926,$,False,51.52089,-0.17103,True,False,26,1.0,2.0,6.0,4.0,13.0,0.0,5,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
The Blue Legume Stoke Newington,4.0,-0.32814924561338926,$$ - $$$,False,51.56212,-0.079294,True,False,191,18.0,12.0,17.0,53.0,91.0,0.0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Oriental Star,3.5,-1.3774105049090426,$,False,51.54788,-0.180284,True,False,42,5.0,3.0,7.0,12.0,15.0,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Pedro's Cafe,4.0,-0.32814924561338926,$,False,51.557087,-0.215353,True,False,51,8.0,1.0,3.0,11.0,28.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Tortilla Hammersmith,4.0,-0.32814924561338926,$,False,51.493023,-0.225403,True,False,101,6.0,6.0,9.0,48.0,32.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
The King's Head ,4.0,-0.32814924561338926,$$ - $$$,False,51.51965,-0.150121,False,False,25,1.0,1.0,5.0,8.0,10.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Roti Kitchen,4.0,-0.32814924561338926,$,False,51.509743,-0.323297,True,False,37,7.0,1.0,0.0,2.0,27.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0
O Porto Cafe,4.0,-0.32814924561338926,$,False,51.522297,-0.208156,True,False,23,0.0,1.0,3.0,9.0,10.0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Light Bar,4.0,-0.32814924561338926,$$ - $$$,False,51.522083,-0.078309,False,False,18,3.0,1.0,0.0,6.0,8.0,0.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Red Camel,4.5,0.7211120136822641,$$ - $$$,False,51.56399,0.01007,False,False,12,1.0,0.0,0.0,0.0,11.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Bluejay Cafe,4.5,0.7211120136822641,$,False,51.39538,-0.06782,False,False,33,1.0,1.0,1.0,6.0,24.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1
Golden Carp Fish and Chips,5.0,1.7703732729779174,$,False,51.4505,-0.378942,True,False,22,0.0,0.0,0.0,0.0,22.0,0.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
XO Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.513077,-0.183319,False,False,18,0.0,0.0,3.0,8.0,7.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Thyme,4.0,-0.32814924561338926,$$ - $$$,False,51.508335,0.038977,False,False,28,2.0,3.0,3.0,7.0,13.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
Sirous Steak & Ale,4.0,-0.32814924561338926,$$ - $$$,False,51.551716,-0.191911,True,False,222,21.0,14.0,16.0,33.0,138.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Scolt Head,4.0,-0.32814924561338926,$$ - $$$,False,51.543346,-0.08157,False,False,61,10.0,1.0,4.0,17.0,29.0,0.0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1
Bengal Bertie's Palmers Green ,4.5,0.7211120136822641,$$ - $$$,False,51.621502,-0.105727,True,False,67,4.0,2.0,3.0,19.0,39.0,0.0,6,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0
Matheou's,4.5,0.7211120136822641,$,False,51.40976,-0.234011,True,False,65,3.0,1.0,1.0,10.0,50.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Porto Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.46593,-0.12541,False,False,13,2.0,0.0,0.0,7.0,4.0,0.0,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1
Tams Kitchen,5.0,1.7703732729779174,$,False,51.429462,-0.130181,False,False,21,1.0,0.0,0.0,0.0,20.0,0.0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Owl & Hitchhiker,4.0,-0.32814924561338926,$$ - $$$,False,51.560455,-0.123759,False,False,49,8.0,2.0,4.0,5.0,30.0,0.0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1
Broker's Wine Bar and Restaurant,4.0,-0.32814924561338926,$$ - $$$,False,51.5128,-0.08353,False,False,28,3.0,2.0,3.0,7.0,13.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
The Back Room,4.5,0.7211120136822641,$$ - $$$,False,51.50411,-0.14919,False,False,50,3.0,2.0,2.0,11.0,32.0,0.0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1
Papa-Dum,4.0,-0.32814924561338926,$$ - $$$,False,51.516445,-0.108693,False,False,32,5.0,3.0,2.0,6.0,17.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Cabin Bar - London Paddington Station,3.0,-2.4266717642046958,$$ - $$$,False,51.51627,-0.176333,False,False,52,20.0,4.0,4.0,6.0,18.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Caffe Nero,4.0,-0.32814924561338926,$,False,51.511154,-0.12231,False,False,181,8.0,9.0,32.0,80.0,52.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
Tava,4.0,-0.32814924561338926,$$ - $$$,False,51.550983,-0.075174,False,False,45,8.0,2.0,3.0,10.0,22.0,0.0,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Sonya Restaurant,5.0,1.7703732729779174,$$ - $$$,False,51.4788,-0.188022,True,False,8,0.0,0.0,0.0,0.0,8.0,0.0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0
The Coach and Horses,4.5,0.7211120136822641,$$ - $$$,False,51.51391,-0.129578,False,False,43,3.0,1.0,4.0,8.0,27.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
Ochi,4.0,-0.32814924561338926,$,False,51.50873,-0.33875,True,False,64,7.0,3.0,6.0,21.0,27.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Zaytoon,3.5,-1.3774105049090426,$$ - $$$,False,51.55477,-0.213001,False,False,100,13.0,11.0,12.0,24.0,40.0,0.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
King of Falafel,4.5,0.7211120136822641,$,False,51.5216,-0.1103,False,False,31,1.0,1.0,2.0,9.0,18.0,0.0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
The Broadway,4.0,-0.32814924561338926,$$ - $$$,False,51.59103,-0.141294,False,False,28,6.0,0.0,2.0,3.0,17.0,0.0,7,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Hi Bangkok!,4.5,0.7211120136822641,$$ - $$$,False,51.414936,-0.200182,True,False,77,4.0,2.0,4.0,18.0,49.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Bang Bang,4.0,-0.32814924561338926,$,False,51.524193,-0.140177,False,False,43,1.0,2.0,4.0,16.0,20.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Evin Cafe Restaurant,4.0,-0.32814924561338926,$,False,51.55005,-0.07546,False,False,81,8.0,3.0,5.0,24.0,41.0,0.0,5,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0
Spaghetti House Argyll Street,4.5,0.7211120136822641,$$ - $$$,False,51.51447,-0.14044,False,False,3,0.0,0.0,1.0,0.0,2.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
La Bottega Del Pane,4.0,-0.32814924561338926,$$ - $$$,False,51.41481,-0.201066,False,False,23,4.0,1.0,1.0,4.0,13.0,0.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Nostimo,4.5,0.7211120136822641,$$ - $$$,False,51.572456,-0.198686,True,False,10,0.0,1.0,0.0,0.0,9.0,0.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Patty&Bun - Kingly Street,4.0,-0.32814924561338926,$$ - $$$,False,51.513042,-0.139784,True,False,44,6.0,3.0,6.0,9.0,20.0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
Haz,4.0,-0.32814924561338926,$$ - $$$,False,51.51564,-0.07918,False,False,63,6.0,4.0,7.0,19.0,27.0,0.0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0
Pizza Express,3.5,-1.3774105049090426,$$ - $$$,False,51.509705,-0.080168,False,False,238,37.0,24.0,44.0,70.0,63.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0
Sticks'n'Sushi White City,4.0,-0.32814924561338926,$$ - $$$,False,51.506405,-0.219869,True,False,16,2.0,1.0,2.0,1.0,10.0,0.0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0
Bento-ya,4.5,0.7211120136822641,$,False,51.524498,-0.138758,True,False,20,0.0,0.0,2.0,4.0,14.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Issa Vibe Restaurant & Bar,4.5,0.7211120136822641,$$ - $$$,False,51.46813,-0.06713,False,False,19,1.0,0.0,0.0,1.0,17.0,0.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0
Clerkenwell & Social,3.5,-1.3774105049090426,$$ - $$$,False,51.52239,-0.103046,False,False,65,19.0,4.0,3.0,14.0,25.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
Piccolo Bar Marylebone,4.5,0.7211120136822641,$,False,51.52215,-0.16214,False,False,22,1.0,1.0,0.0,6.0,14.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Antelope,4.0,-0.32814924561338926,$$ - $$$,False,51.426086,-0.165919,False,False,181,19.0,7.0,15.0,53.0,87.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1
Fat Hippo - Shoreditch,3.0,-2.4266717642046958,$$ - $$$,False,51.52294,-0.078204,True,False,31,9.0,4.0,3.0,4.0,11.0,0.0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Hanoi Cafe,4.0,-0.32814924561338926,$,False,51.529964,-0.077275,False,False,108,9.0,12.0,11.0,24.0,52.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Belushi's - Greenwich,3.5,-1.3774105049090426,$,False,51.477882,-0.012879,False,False,202,42.0,16.0,24.0,44.0,76.0,0.0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1
La Strada,3.5,-1.3774105049090426,$$ - $$$,False,51.50557,-0.080076,False,False,59,6.0,8.0,11.0,14.0,20.0,0.0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Long Lane Fish Bar,4.5,0.7211120136822641,$,False,51.499565,-0.086697,True,False,26,2.0,0.0,2.0,7.0,15.0,0.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Fitou's,3.5,-1.3774105049090426,$$ - $$$,False,51.521984,-0.22669,True,False,86,17.0,3.0,8.0,21.0,37.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Palatino,4.0,-0.32814924561338926,$$ - $$$,False,51.52656,-0.096717,False,False,139,9.0,13.0,24.0,37.0,56.0,0.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
The Cheese Barge,5.0,1.7703732729779174,$$ - $$$,False,51.509647,-0.099076,False,False,6,0.0,0.0,0.0,1.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
The Actress,4.0,-0.32814924561338926,$$ - $$$,False,51.45751,-0.07136,False,False,121,8.0,6.0,13.0,32.0,62.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
Solstice London,4.5,0.7211120136822641,$$ - $$$,False,51.51074,-0.096626,False,False,13,0.0,1.0,0.0,3.0,9.0,0.0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
Fait Maison Mayfair,4.0,-0.32814924561338926,$$ - $$$,False,51.513844,-0.148008,True,False,5,0.0,1.0,0.0,1.0,4.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
The Centre Page,3.5,-1.3774105049090426,$$ - $$$,False,51.51258,-0.098364,False,False,209,14.0,18.0,34.0,93.0,50.0,0.0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1
Esarn Kheaw,4.0,-0.32814924561338926,$$ - $$$,False,51.50652,-0.23206,False,False,111,11.0,9.0,7.0,37.0,47.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Pasta E Pizza By Eataly,2.5,-3.475933023500349,$$ - $$$,False,51.518032,-0.080297,False,False,40,11.0,11.0,8.0,5.0,5.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
The Fellowship Inn,4.5,0.7211120136822641,$$ - $$$,False,51.43324,-0.01947,True,False,15,0.0,0.0,3.0,4.0,8.0,0.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Don Emilio,4.0,-0.32814924561338926,$$ - $$$,False,51.43504,-0.257862,False,False,55,10.0,2.0,0.0,7.0,36.0,0.0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Grapeshots,3.5,-1.3774105049090426,$$ - $$$,False,51.518093,-0.077731,False,False,79,11.0,7.0,7.0,34.0,20.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0
La Plaza,3.5,-1.3774105049090426,$$ - $$$,False,51.518185,-0.206637,False,False,94,16.0,7.0,8.0,26.0,37.0,0.0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
The Woodbine,3.5,-1.3774105049090426,$$ - $$$,False,51.55952,-0.09843,False,False,56,15.0,2.0,2.0,12.0,25.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1
Sariyer Balik,4.0,-0.32814924561338926,$$ - $$$,False,51.5534,-0.088042,False,False,50,5.0,1.0,3.0,10.0,31.0,0.0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Hong Kong City,3.0,-2.4266717642046958,$$ - $$$,False,51.477592,-0.050859,False,False,124,34.0,10.0,13.0,35.0,32.0,0.0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Thistle Royal Trafalgar,4.0,-0.32814924561338926,$$ - $$$,False,51.50971,-0.13094,False,False,58,7.0,4.0,4.0,23.0,20.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
Chocofruit,5.0,1.7703732729779174,$,False,51.50323,-0.120825,False,False,6,0.0,0.0,0.0,1.0,5.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
The Macbeth,5.0,1.7703732729779174,$,False,51.53016,-0.08012,False,False,6,0.0,0.0,0.0,0.0,6.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
Wood & Water,4.5,0.7211120136822641,$$ - $$$,False,51.461723,-0.113499,False,False,14,1.0,1.0,0.0,1.0,11.0,0.0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
Bistro Laz,4.0,-0.32814924561338926,$$ - $$$,False,51.561314,-0.150822,False,False,126,7.0,9.0,9.0,34.0,67.0,0.0,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
Baraka Eatery,3.5,-1.3774105049090426,$$ - $$$,False,51.51738,-0.066316,True,False,84,15.0,5.0,9.0,25.0,30.0,0.0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
Salad Box Brick Lane,4.5,0.7211120136822641,$$ - $$$,False,51.51792,-0.07101,True,False,10,0.0,0.0,2.0,2.0,6.0,0.0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
Raw Press,4.0,-0.32814924561338926,$$ - $$$,False,51.49439,-0.157851,True,False,54,7.0,6.0,2.0,7.0,32.0,0.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0
