,name,rating,price_range,price_range_numeric,is_sponsored,latitude,longitude,has_delivery,is_premium,reviews,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide,is close to sightseeng,num_cuisines,Italian,American,Chinese,Healthy,Seafood,Middle Eastern,International,Indian,Central Asian,Bar,European,Pizza,Asian,Latin,Japanese,Cafe,British,French,Fast Food,African,Vegan,Halal/Kosher,Gluten-free,Vegetarian friendly,The menu does not match the diets,Parking,Free Wifi,Dog Friendly,Options for PWD, Has Diff Payment Options,Family,Good Location,Gift Cards,Alcohol,Reservations,Has Diff Dining Services,Entertainment
7295,Boxcar Bread & Wine,4.5,$$ - $$$,2.5,0,51.514465,-0.166911,0,0,4,0.0,0.0,1.0,1.0,2.0,0.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0
7296,IG9 Brunch & Cafe,4.5,$,1.0,0,51.62506,0.046963,0,0,30,1.0,1.0,1.0,7.0,20.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7297,Taproom SE8,4.5,$$ - $$$,2.5,0,51.47804,-0.026626,0,0,34,3.0,0.0,0.0,10.0,21.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7298,Cattleya,4.0,$,1.0,0,51.48536,0.03261,1,0,38,4.0,2.0,6.0,8.0,18.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
7299,Frydays,4.5,$$ - $$$,2.5,0,51.41101,-0.12276,1,0,46,1.0,2.0,3.0,11.0,29.0,0.0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
7300,The Gun,4.5,$$ - $$$,2.5,0,51.54421,-0.047022,0,0,19,1.0,0.0,0.0,6.0,12.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
7301,El Mero Taco,4.0,$$ - $$$,2.5,0,51.489983,-0.09777,1,0,6,0.0,1.0,1.0,0.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0
7302,The Park Tavern,4.5,$$ - $$$,2.5,0,51.449753,0.054265,0,0,40,1.0,0.0,6.0,12.0,21.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
7303,Micky Marzano's,4.5,$,1.0,0,51.367626,-0.263915,0,0,29,3.0,0.0,0.0,2.0,24.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7304,AYA & SUKI,5.0,$$ - $$$,2.5,0,51.53721,-0.061271,0,0,9,0.0,0.0,0.0,0.0,9.0,0.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0
7305,Vapiano Tottenham Court Road,2.5,$$ - $$$,2.5,0,51.515945,-0.128867,0,0,49,20.0,9.0,4.0,7.0,9.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
7306,202 Restaurant,3.5,$$ - $$$,2.5,0,51.514397,-0.200341,0,0,291,34.0,21.0,48.0,112.0,76.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
7307,Pret A Manger,4.0,$,1.0,0,51.510822,-0.084396,0,0,89,4.0,4.0,14.0,28.0,39.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7308,Grab & Go,4.5,$,1.0,0,51.49722,-0.133756,0,0,6,0.0,0.0,1.0,2.0,3.0,0.0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7309,La Maison Ani,2.0,$$$$,4.0,0,51.49846,-0.15917,0,0,7,3.0,1.0,3.0,0.0,0.0,0.0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7310,Cafe  Anglais,4.5,$,1.0,0,51.58798,-0.251837,0,0,49,3.0,1.0,1.0,16.0,28.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7311,Najma Lebanon,5.0,$$$$,4.0,0,51.503548,-0.150445,0,0,24,0.0,0.0,2.0,2.0,20.0,0.0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1
7312,Indian Ocean,4.0,$$ - $$$,2.5,0,51.44344,-0.16738,1,0,57,3.0,4.0,5.0,25.0,20.0,0.0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7313,Bruschetta - Italian Restaurant,3.5,$$ - $$$,2.5,0,51.480186,-0.193574,1,0,24,5.0,3.0,2.0,1.0,13.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
7314,Monsoon,4.5,$$ - $$$,2.5,0,51.44515,-0.004165,1,0,42,3.0,0.0,1.0,4.0,34.0,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7315,Munchies,5.0,$,1.0,0,51.50223,-0.09532,0,0,3,0.0,0.0,0.0,0.0,3.0,0.0,1,5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
7316,Ahmed's Indian cuisine,4.0,$$ - $$$,2.5,0,51.419064,-0.193451,1,0,39,7.0,1.0,0.0,4.0,27.0,0.0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
7317,Morena,3.5,$$ - $$$,2.5,0,51.494064,-0.147743,0,0,50,8.0,5.0,7.0,5.0,25.0,0.0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0
7318,ZappZaa Thai Cafe,4.5,$$ - $$$,2.5,0,51.587517,-0.117185,1,0,71,5.0,2.0,3.0,3.0,58.0,0.0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0
7319,Workman's Cafe,4.5,$,1.0,0,51.56251,-0.13599,0,0,15,2.0,0.0,0.0,3.0,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7320,Le Cochonnet,3.5,$$ - $$$,2.5,0,51.52747,-0.190114,1,0,163,17.0,26.0,27.0,37.0,56.0,0.0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,1
7321,Sushi Shop Notting Hill,5.0,$$ - $$$,2.5,0,51.515453,-0.192617,1,0,6,0.0,0.0,0.0,0.0,6.0,0.0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
7322,German Doner Kebab - London - St Martins Lane,5.0,$,1.0,0,51.51074,-0.126965,1,0,20,0.0,0.0,0.0,3.0,17.0,0.0,1,6,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7323,Smashing Plates London Bridge,4.0,$,1.0,0,51.50308,-0.08407,1,0,10,2.0,0.0,1.0,0.0,7.0,0.0,1,5,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
7324,London Beer House,4.5,$$ - $$$,2.5,0,51.50807,-0.132507,0,0,25,2.0,0.0,0.0,6.0,17.0,0.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
7325,Thai Thai - East,3.5,$$ - $$$,2.5,0,51.524895,-0.093175,0,0,297,40.0,31.0,58.0,90.0,78.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7326,Rubio,4.5,$$ - $$$,2.5,0,51.537197,-0.24167,1,0,76,6.0,3.0,3.0,9.0,55.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
7327,Oval Cafe And Snack Bar,4.5,$,1.0,0,51.481865,-0.112606,0,0,18,1.0,0.0,1.0,3.0,13.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7328,Spirit Fire,4.5,$$ - $$$,2.5,0,51.64183,-0.070411,0,0,67,3.0,2.0,0.0,13.0,49.0,0.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7329,Jen Cafe,3.0,$,1.0,0,51.51181,-0.129485,0,0,311,67.0,30.0,43.0,103.0,68.0,0.0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7330,India India,4.0,$$ - $$$,2.5,0,51.500317,-0.315407,0,0,84,9.0,3.0,4.0,15.0,53.0,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7331,Pintadera Cafe,4.5,$,1.0,0,51.43151,-0.104199,1,0,26,2.0,0.0,1.0,3.0,20.0,0.0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7332,City Best Kebab,4.0,$,1.0,0,51.526794,-0.083688,1,0,29,4.0,2.0,2.0,7.0,14.0,0.0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7333,Dibs,5.0,$,1.0,0,51.5197,-0.11746,1,0,16,0.0,0.0,0.0,3.0,13.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7334,Wake Cup - Chingford,4.5,$$ - $$$,2.5,0,51.0,0.0,1,0,7,0.0,1.0,0.0,2.0,4.0,0.0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
7335,Dilara,4.0,$,1.0,0,51.564045,-0.103051,0,0,48,8.0,2.0,2.0,5.0,31.0,0.0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7336,Sajee,4.0,$,1.0,0,51.462147,-0.008244,1,0,30,3.0,0.0,2.0,9.0,16.0,0.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7337,Aqua Spirit,3.0,$$$$,4.0,0,51.51427,-0.141011,0,0,209,43.0,32.0,36.0,52.0,46.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
7338,The Bird Lounge,4.5,$$ - $$$,2.5,0,51.6111,-0.102131,0,0,27,2.0,0.0,1.0,1.0,23.0,0.0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1
7339,Mezcal Cantina & Restaurant,3.5,$$ - $$$,2.5,0,51.56211,-0.07446,0,0,87,11.0,16.0,7.0,22.0,31.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
7340,Old Town Tavern,4.5,$$ - $$$,2.5,0,51.46617,-0.142174,0,0,25,2.0,2.0,0.0,2.0,19.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7341,Spiritland Diner,4.0,$$ - $$$,2.5,0,51.505997,-0.115266,0,0,62,6.0,5.0,10.0,11.0,30.0,0.0,1,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0
7342,Boulevard,3.5,$$ - $$$,2.5,0,51.61469,-0.14964,1,0,34,4.0,5.0,6.0,6.0,13.0,0.0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7343,Patty&Bun - London Bridge,4.0,$$ - $$$,2.5,0,51.505344,-0.089219,0,0,59,8.0,5.0,5.0,8.0,33.0,0.0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7344,Chozen Noodle,3.5,$,1.0,0,51.51643,-0.174121,0,0,64,13.0,4.0,9.0,23.0,15.0,0.0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7345,Iro Sushi,4.5,$$ - $$$,2.5,0,51.4855,-0.20221,1,0,18,0.0,1.0,0.0,4.0,13.0,0.0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0
7346,Pizzeria,4.0,$$ - $$$,2.5,0,51.518433,-0.127356,0,0,36,3.0,2.0,5.0,13.0,13.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
7347,Orit Ethiopian Restaurant,4.5,$$ - $$$,2.5,0,51.47082,-0.138276,1,0,39,4.0,0.0,0.0,1.0,34.0,0.0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
7348,Roji,5.0,$$$$,4.0,0,51.513634,-0.147428,0,0,11,0.0,0.0,1.0,0.0,10.0,0.0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
7349,Naked Soho,3.0,$$ - $$$,2.5,0,51.513527,-0.130229,0,0,22,7.0,3.0,2.0,3.0,7.0,0.0,1,6,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
7350,Boom Bap Burger,4.5,$,1.0,0,51.428967,-0.165797,0,0,52,2.0,3.0,2.0,4.0,41.0,0.0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
7351,Marina Fish,5.0,$,1.0,0,51.440556,-0.18696,0,0,13,0.0,0.0,0.0,0.0,13.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7352,Ravaa Fine Fusion,4.5,$$ - $$$,2.5,0,51.50959,-0.024672,0,0,74,4.0,4.0,5.0,14.0,47.0,0.0,0,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
7353,Lunablu,5.0,$$ - $$$,2.5,0,51.58997,-0.146069,1,0,12,0.0,1.0,0.0,0.0,11.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
7354,Chinwag,4.5,$,1.0,0,51.47521,-0.035277,0,0,47,2.0,2.0,3.0,13.0,27.0,0.0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
7355,Gia Bistro & Bar,5.0,$$ - $$$,2.5,0,51.550934,-0.07532,0,0,12,0.0,0.0,0.0,0.0,12.0,0.0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
7356,Premier Inn,4.0,$$ - $$$,2.5,0,51.49285,-0.143054,0,0,37,2.0,1.0,8.0,13.0,13.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7357,The Saint Bow Lane,4.0,$$ - $$$,2.5,0,51.51357,-0.094136,0,0,44,4.0,1.0,9.0,17.0,13.0,0.0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0
7358,Rao Deli,5.0,$,1.0,0,51.499462,-0.096447,0,0,32,1.0,0.0,0.0,4.0,27.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7359,Purple Flame,3.5,$$ - $$$,2.5,0,51.596535,-0.294792,1,0,173,24.0,16.0,31.0,39.0,63.0,0.0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1
7360,Chayada Thai Cuisine,4.0,$$ - $$$,2.5,0,51.537186,-0.185227,0,0,117,15.0,9.0,9.0,23.0,61.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
7361,Central Station,3.5,$$ - $$$,2.5,0,51.53368,-0.12121,0,0,26,5.0,1.0,4.0,11.0,5.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0
7362,La Piccola Deli Holland Park,4.5,$,1.0,0,51.5071,-0.206915,1,0,14,2.0,0.0,0.0,2.0,10.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
7363,Brinkley's Fulham,3.5,$$ - $$$,2.5,0,51.472466,-0.191771,1,0,111,9.0,12.0,18.0,36.0,36.0,0.0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0
7364,Jerk Garden,4.0,$,1.0,0,51.45401,-0.03812,1,0,34,5.0,2.0,6.0,4.0,17.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
7365,Islington Sports Bar and Grill (274 Holloway Road) Limited,4.0,$$ - $$$,2.5,0,51.55404,-0.11365,0,0,30,8.0,1.0,0.0,2.0,19.0,0.0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
7366,The Good Rice Italian Bakery Ltd,4.5,$,1.0,0,51.528473,-0.143272,0,0,40,4.0,1.0,0.0,0.0,35.0,0.0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7367,The Munch,5.0,$$ - $$$,2.5,0,51.525757,-0.077874,1,0,4,0.0,0.0,0.0,0.0,4.0,0.0,0,7,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,0
7368,Monkatsu,4.0,$$ - $$$,2.5,0,51.457623,-0.073706,1,0,24,3.0,2.0,3.0,6.0,10.0,0.0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7369,Madre Pinzeria Italiana,4.5,$$ - $$$,2.5,0,51.48181,-0.00959,1,0,15,0.0,0.0,2.0,0.0,13.0,0.0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0
7370,Darjeeling,4.0,$$ - $$$,2.5,0,51.459713,-0.004102,1,0,64,11.0,2.0,1.0,14.0,36.0,0.0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
7371,The Gable,3.5,$$ - $$$,2.5,0,51.515907,-0.089239,0,0,245,34.0,16.0,36.0,70.0,89.0,0.0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0
7372,The Beast Of Brixton,4.5,$$ - $$$,2.5,0,51.45948,-0.124748,1,0,43,1.0,2.0,2.0,10.0,28.0,0.0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0
7373,Buvette,4.0,$$ - $$$,2.5,0,51.51553,-0.20841,0,0,10,1.0,0.0,2.0,3.0,4.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7374,The Bottlery,3.5,$$ - $$$,2.5,0,51.489918,-0.19046,0,0,203,22.0,20.0,29.0,57.0,75.0,0.0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1
7375,Bishop's,4.5,$$ - $$$,2.5,0,51.474144,-0.213164,1,0,13,1.0,0.0,1.0,0.0,11.0,0.0,0,5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,1
7376,Coqbull Spitalfields,4.0,$$ - $$$,2.5,0,51.5192,-0.07586,0,0,28,1.0,1.0,6.0,7.0,13.0,0.0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0
7377,"Harry's Bar, 30-34 James Street",3.5,$$ - $$$,2.5,0,51.51247,-0.12362,0,0,35,8.0,2.0,2.0,3.0,20.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
7378,Kotch! Italian Stone Baked Pizza & Bar,4.5,$$ - $$$,2.5,0,51.54677,0.006164,0,0,43,3.0,0.0,0.0,3.0,37.0,0.0,1,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
7379,The Salusbury Pub,3.5,$$ - $$$,2.5,0,51.535606,-0.205245,1,0,170,24.0,21.0,33.0,56.0,36.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0
7380,Adora Pizza,4.0,$$ - $$$,2.5,0,51.502213,-0.190471,0,0,13,2.0,0.0,1.0,2.0,8.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1
7381,Railway Tavern,4.5,$$ - $$$,2.5,0,51.577694,-0.12449,0,0,23,0.0,2.0,0.0,9.0,12.0,0.0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
7382,Dream Bags Jaguar Shoes,4.0,$$ - $$$,2.5,0,51.52807,-0.077763,0,0,31,1.0,3.0,4.0,13.0,10.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
7383,Boulevard London,4.5,$$ - $$$,2.5,0,51.512737,-0.134115,0,0,15,2.0,0.0,0.0,0.0,13.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1
7384,Nam Long Le Shaker,3.5,$$ - $$$,2.5,0,51.490765,-0.18345,0,0,118,34.0,9.0,9.0,15.0,51.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
7385,Slurp Restaurant,3.5,$$ - $$$,2.5,0,51.43462,-0.12855,0,0,120,15.0,12.0,15.0,44.0,34.0,0.0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
7386,Earl Ferrers,4.0,$$ - $$$,2.5,0,51.423786,-0.132557,0,0,53,4.0,3.0,4.0,20.0,22.0,0.0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
