,name,reviews,rating,price_range,is_sponsored,latitude,longitude,has_delivery,is_premium,cuisines,diets,dining_options,reviews_rating_1,reviews_rating_2,reviews_rating_3,reviews_rating_4,reviews_rating_5,IsIn_MICHELIN_Guide
8320,Babylon Tower Grill Restaurant,13,4.5,$,False,51.52182,-0.14017,True,False,"Lebanese, Middle Eastern",The menu does not match the diets,"Reservations, Outdoor Seating, Seating, Television",1.0,0.0,1.0,2.0,9.0,0.0
8321,Bengal Indian Cuisine,23,4.0,$$ - $$$,False,51.58213,-0.11946,True,False,"Indian, Asian, Bangladeshi","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Seating, Table Service",4.0,0.0,1.0,3.0,15.0,0.0
8322,Marathons Kebab,33,3.5,$,False,51.5438,-0.152569,True,False,Fast Food,The menu does not match the diets,Takeout,8.0,1.0,1.0,7.0,16.0,0.0
8323,Brook Green Cafe & Restaurant,31,4.0,$,False,51.497444,-0.222669,False,False,"Cafe, British",The menu does not match the diets,"Takeout, Seating",1.0,1.0,4.0,12.0,13.0,0.0
8324,Nue Ground,33,4.0,$$ - $$$,False,51.45417,-0.139987,True,False,Wine Bar,"Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available",2.0,5.0,2.0,0.0,24.0,0.0
8325,Planet Organic,32,3.5,$,False,51.58965,-0.146043,False,False,Healthy,Vegetarian friendly,"Takeout, Outdoor Seating, Seating, Parking Available, Street Parking, Highchairs Available, Wheelchair Accessible, Mastercard, Visa, Free Wifi",9.0,2.0,2.0,5.0,14.0,0.0
8326,Abokado,53,4.0,$,False,51.520107,-0.104426,True,False,"Fast Food, Sushi, Asian, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Seating, Wheelchair Accessible, American Express, Mastercard, Visa, Digital Payments, Accepts Credit Cards",5.0,5.0,5.0,20.0,18.0,0.0
8327,Lezz-et Mangal,36,4.5,$$ - $$$,False,51.421097,-0.001431,False,False,Turkish,"Vegetarian friendly, Vegan options, Halal","Takeout, Reservations, Seating, Wheelchair Accessible, Table Service",1.0,1.0,0.0,3.0,31.0,0.0
8328,Fuji Japanese Cuisine,58,3.5,$$ - $$$,False,51.561977,-0.074472,True,False,"Japanese, Sushi, Asian",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",10.0,6.0,4.0,19.0,19.0,0.0
8329,Anise - Bar,57,4.0,$$ - $$$,False,51.51709,-0.078796,False,False,"Indian, Bar, Pub",The menu does not match the diets,"Reservations, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Discover, Accepts Credit Cards, Table Service",8.0,1.0,6.0,10.0,32.0,0.0
8330,Barino,29,4.5,$$ - $$$,False,51.50966,-0.221881,False,False,"Italian, Cafe, Contemporary, Wine Bar",Vegetarian friendly,"Takeout, Reservations, Seating, Serves Alcohol, Table Service",2.0,0.0,0.0,0.0,27.0,0.0
8331,43 Szechuan Kitchen,6,4.0,$$ - $$$,False,51.48243,-0.123953,True,False,Chinese,The menu does not match the diets,"Takeout, Reservations, Seating, Street Parking, Wheelchair Accessible, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Accepts Credit Cards, Non-smoking restaurants",0.0,1.0,1.0,1.0,3.0,0.0
8332,The Other Kitchen,5,4.0,$$ - $$$,False,51.493076,-0.183292,False,False,"Bar, Cafe, British, Pub, Fusion",The menu does not match the diets,"Reservations, Private Dining, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Jazz Bar, Dog Friendly",1.0,0.0,0.0,0.0,4.0,0.0
8333,Black Sheep Coffee,18,4.0,$,False,51.50546,-0.099625,True,False,Cafe,The menu does not match the diets,"Takeout, Seating",2.0,2.0,2.0,4.0,8.0,0.0
8334,Canton,228,3.0,$,False,51.51209,-0.129737,False,False,"Chinese, Asian, Cantonese, Hong Kong",Vegetarian friendly,"Takeout, Seating, Serves Alcohol, Table Service",51.0,23.0,33.0,71.0,50.0,0.0
8335,Convivium Fulham,32,5.0,$$ - $$$,False,51.479443,-0.211667,True,False,"Italian, Mediterranean, European, Wine Bar, Neapolitan, Campania, Southern-Italian","Vegetarian friendly, Vegan options","Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",0.0,0.0,1.0,1.0,30.0,0.0
8336,Pho,7,3.5,$$ - $$$,False,51.504562,-0.091244,False,False,Vietnamese,"Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",1.0,1.0,0.0,2.0,3.0,0.0
8337,Number Six,15,4.0,$$ - $$$,False,51.539684,-0.143563,False,False,"Bar, British, Pub",The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",2.0,1.0,0.0,2.0,10.0,0.0
8338,Lahore Spice,45,3.5,$$ - $$$,False,51.58418,-0.265058,True,False,"Indian, Asian, Pakistani","Vegetarian friendly, Halal","Delivery, Takeout, Seating, Table Service",8.0,3.0,4.0,12.0,18.0,0.0
8339,Comptoir V,7,4.5,$,False,51.53414,-0.22014,True,False,"Moroccan, Mediterranean",The menu does not match the diets,Reservations,0.0,0.0,2.0,1.0,4.0,0.0
8340,Four Seasons,27,3.5,$$ - $$$,False,51.511932,-0.130699,False,False,"Chinese, Asian",The menu does not match the diets,"Seating, Table Service",4.0,6.0,4.0,4.0,9.0,0.0
8341,Chowpatty,2,5.0,$$ - $$$,False,51.5089,0.02371,False,False,"Indian, Fast Food, Street Food",The menu does not match the diets,Delivery,0.0,0.0,0.0,0.0,2.0,0.0
8342,Amjadia Pak-Indian,247,3.5,$$ - $$$,False,51.515312,-0.151112,True,False,"Indian, Asian, Balti","Vegetarian friendly, Vegan options, Halal","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",56.0,31.0,29.0,44.0,87.0,0.0
8343,White Mustache,31,4.0,$$ - $$$,False,51.530285,-0.141172,False,False,"Bar, British",The menu does not match the diets,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Television, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi",5.0,0.0,0.0,5.0,21.0,0.0
8344,Big Penny Social,18,2.5,$$ - $$$,False,51.590866,-0.041318,False,False,"Bar, Pizza, Pub",The menu does not match the diets,"Outdoor Seating, Seating, Television, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Non-smoking restaurants, Sports bars",6.0,3.0,2.0,5.0,2.0,0.0
8345,Pho,4,5.0,$,False,51.481144,-0.009486,False,False,"Vietnamese, Healthy","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Table Service, Dog Friendly",0.0,0.0,0.0,1.0,3.0,0.0
8346,Little India  Restaurant,135,3.5,$$ - $$$,False,51.52407,-0.11584,False,False,"Indian, Asian",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service",24.0,9.0,9.0,34.0,59.0,0.0
8347,Che Cosa,96,4.0,$$ - $$$,False,51.564705,-0.132529,False,False,"Italian, Pizza","Vegetarian friendly, Vegan options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards, Table Service",8.0,7.0,5.0,20.0,56.0,0.0
8348,Mahavir Sweetmart,16,4.5,$,False,51.60501,-0.18822,True,False,"Indian, Fast Food","Vegetarian friendly, Vegan options","Takeout, Wheelchair Accessible",1.0,0.0,1.0,6.0,8.0,0.0
8349,Nayla Cafe,12,5.0,$$ - $$$,False,51.57922,-0.19821,True,False,"Cafe, European, Fusion, South American, Arabic",The menu does not match the diets,"Reservations, Outdoor Seating, Seating, Free Wifi, Table Service, Family style",0.0,0.0,0.0,0.0,12.0,0.0
8350,Deli Felice @ Albion,21,4.5,$,False,51.49955,-0.05285,True,False,"Italian, Cafe, European",Vegetarian friendly,"Takeout, Seating, Wheelchair Accessible",0.0,0.0,1.0,7.0,13.0,0.0
8351,Mai Thai Deli,11,4.0,$$ - $$$,False,51.45736,-0.193829,True,False,"Asian, Thai",The menu does not match the diets,"Delivery, Reservations, Outdoor Seating, Private Dining, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Discover, Accepts Credit Cards, Table Service, Waterfront, Family style, Non-smoking restaurants",1.0,2.0,1.0,1.0,6.0,0.0
8352,The Location,4,5.0,$$ - $$$,False,51.53384,-0.263338,False,False,"American, Mediterranean",The menu does not match the diets,"Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Street Parking, Valet Parking, Free off-street parking, Television, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, Drive Thru, Family style, Sports bars",0.0,0.0,0.0,0.0,4.0,0.0
8353,Isla Ray,26,4.5,$,False,51.47592,-0.02609,False,False,"Cafe, British","Vegetarian friendly, Vegan options","Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards",2.0,0.0,2.0,5.0,17.0,0.0
8354,Mezopoly,21,4.5,$$ - $$$,False,51.620743,-0.106066,True,False,"Mediterranean, European, Greek, Middle Eastern, Central European",Vegetarian friendly,"Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",1.0,1.0,0.0,2.0,17.0,0.0
8355,Royal Grill Cafe,12,4.5,$,False,51.476925,0.020957,True,False,"Cafe, British",The menu does not match the diets,"Seating, Wheelchair Accessible, Table Service",0.0,0.0,0.0,4.0,8.0,0.0
8356,Sushimania Golders Green,330,2.5,$$ - $$$,False,51.5739,-0.200863,True,False,"Japanese, Sushi",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",139.0,23.0,37.0,66.0,65.0,0.0
8357,Halkin Bar,33,4.0,$$$$,False,51.500736,-0.152142,False,False,"European, Spanish, British",The menu does not match the diets,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Table Service",2.0,3.0,3.0,5.0,21.0,0.0
8358,Big V,23,4.5,$,False,51.50584,-0.089993,True,False,Fast Food,"Vegetarian friendly, Vegan options","Takeout, Wheelchair Accessible",1.0,1.0,0.0,6.0,15.0,0.0
8359,Chi Chi + The Pasta Family,12,5.0,$$ - $$$,False,51.520115,-0.075874,False,False,Italian,The menu does not match the diets,"Delivery, Takeout, Outdoor Seating, Buffet, Seating, Accepts Credit Cards, Family style",0.0,0.0,0.0,1.0,11.0,0.0
8360,Salvage Beaute Vintage Tea Rooms,12,4.5,$$ - $$$,False,51.52003,-0.07428,False,False,Cafe,The menu does not match the diets,"Takeout, Reservations, American Express, Mastercard, Visa, Digital Payments, Accepts Credit Cards",0.0,1.0,1.0,3.0,7.0,0.0
8361,Feng Sushi - Fulham Road,77,3.5,$$ - $$$,False,51.48539,-0.181832,False,False,"Japanese, Sushi, Asian",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Table Service",18.0,11.0,7.0,15.0,26.0,0.0
8362,Nón Restaurant - Vietnamese,7,3.5,$$ - $$$,False,51.54678,-0.104539,True,False,"Asian, Vietnamese",The menu does not match the diets,"Delivery, Takeout, Reservations, Seating, Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, Mastercard, Visa, Digital Payments, Free Wifi, Discover, Accepts Credit Cards, Family style, Non-smoking restaurants",2.0,0.0,1.0,2.0,2.0,0.0
8363,Casa Mofongo,11,2.5,$$ - $$$,False,51.467068,-0.099646,True,False,"Caribbean, Bar, Cafe, Contemporary, Pub, Diner, Gastropub",The menu does not match the diets,"Outdoor Seating, Seating, Street Parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Live Music, Dog Friendly, Family style, Non-smoking restaurants",6.0,0.0,1.0,0.0,4.0,0.0
8364,Be at One,31,4.0,$$ - $$$,False,51.51892,-0.07828,True,False,Bar,The menu does not match the diets,"Reservations, Seating, Serves Alcohol",3.0,0.0,2.0,8.0,18.0,0.0
8365,Kensington Pavillion,51,3.5,$$ - $$$,False,51.50155,-0.19236,False,False,British,Vegetarian friendly,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",7.0,9.0,6.0,10.0,19.0,0.0
8366,Firecracker (Kennington),22,4.0,$$ - $$$,False,51.48737,-0.111821,False,False,"Chinese, Asian",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Table Service",3.0,0.0,1.0,6.0,12.0,0.0
8367,Mezzeria,7,4.5,$$ - $$$,False,51.489212,-0.190469,True,False,"Lebanese, Mediterranean, Middle Eastern",The menu does not match the diets,Reservations,0.0,0.0,0.0,2.0,5.0,0.0
8368,The Blue Posts,2,5.0,$,False,51.51379,-0.135042,False,False,"Bar, Pub",The menu does not match the diets,"Seating, Serves Alcohol",0.0,0.0,0.0,0.0,2.0,0.0
8369,Wasabi Sushi & Bento,32,4.0,$,False,51.517235,-0.131235,False,False,"Japanese, Fast Food, Sushi, Asian",Vegetarian friendly,"Takeout, Seating, Wheelchair Accessible",1.0,1.0,4.0,12.0,14.0,0.0
8370,The Grill At The Montcalm,53,4.0,$$ - $$$,False,51.51487,-0.159165,False,False,"British, Contemporary",The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Table Service",3.0,4.0,8.0,19.0,19.0,0.0
8371,Ya Hela | Iraqi Restaurant & Bakery,5,4.0,$$ - $$$,False,51.58584,-0.275106,True,False,"Middle Eastern, Arabic",The menu does not match the diets,Discover,1.0,0.0,1.0,0.0,3.0,0.0
8372,Hare and Tortoise,255,4.0,$$ - $$$,False,51.46202,-0.221368,True,False,"Japanese, Sushi, Asian","Vegetarian friendly, Vegan options, Gluten free options","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",20.0,15.0,36.0,92.0,92.0,0.0
8373,Light Bite,26,4.5,$,False,51.58208,-0.068797,True,False,"American, Polish, European, Spanish",Vegetarian friendly,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants",1.0,0.0,1.0,3.0,21.0,0.0
8374,Will to Win Cafe,24,4.0,$,False,51.502598,-0.173356,False,False,Cafe,Vegetarian friendly,"Takeout, Outdoor Seating, Seating, Wheelchair Accessible",1.0,1.0,2.0,9.0,11.0,0.0
8375,Pizza Vics ,8,5.0,$$ - $$$,False,51.512283,-0.093067,False,False,"Italian, Pizza, Central-Italian",The menu does not match the diets,"Delivery, Takeout, Reservations, Seating, Serves Alcohol",0.0,0.0,0.0,0.0,8.0,0.0
8376,Bel & Nev,35,4.5,$,False,51.5342,-0.219222,False,False,"Cafe, British",Vegetarian friendly,"Takeout, Seating, Free Wifi, Table Service",1.0,0.0,0.0,5.0,29.0,0.0
8377,Lazzat,23,5.0,$$ - $$$,False,51.54173,-0.297906,True,False,"Indian, Pizza, Asian, Middle Eastern, Pakistani","Vegetarian friendly, Vegan options, Gluten free options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Table Service",0.0,0.0,1.0,2.0,20.0,0.0
8378,Akash Tandoori Restaurant,106,3.5,$$ - $$$,False,51.458378,-0.166123,True,False,"Indian, Asian, Balti",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service",23.0,10.0,15.0,26.0,32.0,0.0
8379,Over the Road Cafe,16,4.5,$,False,51.503494,-0.102083,False,False,"American, Cafe, Fast Food, British","Vegetarian friendly, Vegan options","Seating, Wheelchair Accessible",1.0,0.0,0.0,5.0,10.0,0.0
8380,Express Fish Bar,34,4.5,$,False,51.49255,-0.04631,True,False,British,The menu does not match the diets,"Delivery, Takeout, Seating, Wheelchair Accessible, Table Service",0.0,0.0,2.0,5.0,27.0,0.0
8381,Cafe Bianca,24,4.5,$,False,51.471542,-0.168173,True,False,Cafe,"Vegetarian friendly, Vegan options","Takeout, Seating, Wheelchair Accessible, Table Service",0.0,2.0,2.0,2.0,18.0,0.0
8382,Sintra Cafe,20,4.0,$,False,51.467274,-0.1179,False,False,"Mediterranean, European, Portuguese",The menu does not match the diets,"Takeout, Reservations, Seating, Television, Serves Alcohol, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service",2.0,0.0,2.0,5.0,11.0,0.0
8383,Tikitail Cocktail Bar & Grill,13,4.0,$$ - $$$,False,51.42866,-0.167135,False,False,"Seafood, Hawaiian",The menu does not match the diets,"Reservations, Seating, Accepts Credit Cards, Table Service",2.0,0.0,2.0,2.0,7.0,0.0
8384,The Archive Cafe @ The Record Hall,2,5.0,$,False,51.519985,-0.110064,False,False,"Italian, Cafe, British",The menu does not match the diets,"Takeout, Outdoor Seating, Seating, Free Wifi, Accepts Credit Cards, Dog Friendly",0.0,0.0,0.0,0.0,2.0,0.0
8385,Yuhoki,39,4.0,$$ - $$$,False,51.500217,-0.012639,True,False,"Japanese, Sushi, Asian",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Table Service",7.0,0.0,2.0,8.0,22.0,0.0
8386,Tacos + Tequila,55,3.5,$$ - $$$,False,51.42813,-0.167108,False,False,Mexican,The menu does not match the diets,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",11.0,8.0,6.0,2.0,28.0,0.0
8387,Seasons Bayswater Bistrot,12,5.0,$$ - $$$,False,51.51549,-0.195085,False,False,"Bar, Seafood, Mediterranean, European",The menu does not match the diets,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Waterfront, Family style",0.0,0.0,0.0,0.0,12.0,0.0
8388,Bao Noodles Soup,19,3.0,$,False,51.52432,-0.07713,False,False,"Asian, Taiwanese",The menu does not match the diets,"Reservations, Seating, Accepts Credit Cards, Table Service",6.0,1.0,3.0,2.0,7.0,0.0
8389,Upstairs At The Department Store,9,4.0,$$ - $$$,False,51.46432,-0.11535,False,False,European,The menu does not match the diets,Reservations,1.0,0.0,1.0,1.0,6.0,0.0
8390,Aces And Eights,68,4.0,$,False,51.55673,-0.1384,True,False,"Bar, Pizza, Pub",Vegetarian friendly,"Takeout, Seating, Serves Alcohol, Full Bar",8.0,4.0,10.0,17.0,29.0,0.0
8391,Pie Republic,77,4.0,$,False,51.543926,0.026034,True,False,"British, Gastropub","Vegetarian friendly, Vegan options, Halal, Gluten free options","Delivery, Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible",8.0,2.0,8.0,16.0,43.0,0.0
8392,Domino's Pizza - London - Queen Street,23,3.0,$,False,51.511776,-0.093066,True,False,Pizza,Vegetarian friendly,"Delivery, Takeout",6.0,3.0,1.0,7.0,6.0,0.0
8393,Steakandco,21,4.0,$$ - $$$,False,51.509876,-0.128525,False,False,Steakhouse,The menu does not match the diets,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service",3.0,0.0,0.0,5.0,13.0,0.0
8394,Babajani,24,5.0,$,False,51.52134,-0.209877,False,False,"Cafe, Middle Eastern","Vegetarian friendly, Vegan options","Takeout, Seating, Wheelchair Accessible",0.0,0.0,0.0,0.0,24.0,0.0
8395,temper City,0,0.0,$$$$,False,51.515057,-0.087422,False,False,"International, Barbecue",The menu does not match the diets,"Wine and Beer, Gift Cards Available",0.0,0.0,0.0,0.0,0.0,0.0
8396,Brewdog Paddington,58,3.0,$$ - $$$,False,51.519012,-0.170532,False,False,"Brew Pub, Bar, Pub, Street Food, Beer restaurants",The menu does not match the diets,"Delivery, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Dog Friendly, Non-smoking restaurants, Sports bars, Gift Cards Available",15.0,9.0,7.0,14.0,13.0,0.0
8397,Far East Restaurant,125,3.0,$,False,51.51186,-0.130978,True,False,"Chinese, Asian",The menu does not match the diets,"Takeout, Seating, Mastercard, Visa, Table Service",36.0,14.0,28.0,25.0,22.0,0.0
8398,L'Amandine Cafe,18,4.5,$,False,51.50146,-0.306855,True,False,Cafe,"Vegetarian friendly, Vegan options","Takeout, Seating, Wheelchair Accessible, Table Service",0.0,0.0,4.0,5.0,9.0,0.0
8399,Oriental Canteen,172,3.0,$,False,51.494682,-0.173195,False,False,"Chinese, Asian, Hong Kong",The menu does not match the diets,"Takeout, Seating, Serves Alcohol, Table Service",41.0,15.0,29.0,53.0,34.0,0.0
8400,Wagamama,123,3.5,$$ - $$$,False,51.577106,-0.223983,False,False,"Japanese, Asian","Vegetarian friendly, Vegan options","Delivery, Takeout, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service",20.0,14.0,23.0,26.0,40.0,0.0
8401,West Indian Bake Co,7,4.5,$$ - $$$,False,51.518147,-0.074447,False,False,"Caribbean, South American",The menu does not match the diets,Reservations,0.0,1.0,0.0,2.0,4.0,0.0
8402,Mazar,112,4.0,$$ - $$$,False,51.47513,-0.174845,True,False,"Lebanese, Mediterranean, Middle Eastern","Vegetarian friendly, Vegan options","Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",19.0,5.0,3.0,15.0,70.0,0.0
8403,Yeha Noha,53,4.5,$,False,51.397793,-0.075746,False,False,"Cafe, Eastern European","Vegetarian friendly, Vegan options","Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",0.0,1.0,5.0,13.0,34.0,0.0
8404,Kings Chinese Takeaway,35,3.0,$,False,51.562,-0.13627,False,False,"Chinese, Asian, Street Food, Cantonese",Vegetarian friendly,"Delivery, Takeout",14.0,4.0,2.0,4.0,11.0,0.0
8405,L'Artigiano Restaurant,19,4.0,$$$$,False,51.48599,-0.18077,False,False,"Italian, European",The menu does not match the diets,"Delivery, Reservations, Seating, Accepts Credit Cards, Table Service",4.0,0.0,0.0,1.0,14.0,0.0
8406,JuJu,249,3.5,$$ - $$$,False,51.485558,-0.173767,False,False,Bar,Vegetarian friendly,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service",80.0,10.0,16.0,26.0,117.0,0.0
8407,Laika Shisha Lounge,4,4.0,$$ - $$$,False,51.513386,-0.131528,False,False,Russian,The menu does not match the diets,"Reservations, Seating, Serves Alcohol, Free Wifi",1.0,0.0,0.0,0.0,3.0,0.0
8408,The Belvedere,24,3.5,$,False,51.506756,-0.268985,False,False,"British, Pub",The menu does not match the diets,"Reservations, Seating, Table Service",5.0,1.0,4.0,5.0,9.0,0.0
8409,Caloroso Pizza,5,5.0,$$ - $$$,False,51.519173,0.028229,True,False,"Italian, Pizza, Cafe, European",The menu does not match the diets,Reservations,0.0,0.0,0.0,0.0,5.0,0.0
8410,Froth & Rind,28,4.5,$,False,51.582706,-0.012126,False,False,"Cafe, Wine Bar",The menu does not match the diets,"Delivery, Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Wine and Beer, American Express, Mastercard, Visa, Free Wifi, Accepts Credit Cards, Dog Friendly, Family style, Non-smoking restaurants",1.0,1.0,3.0,8.0,15.0,0.0
8411,Humble Grape Crouch End,1,5.0,$$ - $$$,False,51.580444,-0.123716,False,False,"European, British, Contemporary, Wine Bar",The menu does not match the diets,"Outdoor Seating, American Express, Accepts Credit Cards",0.0,0.0,0.0,0.0,1.0,0.0
8412,Noodle Time,272,3.0,$,False,51.4809,-0.009121,True,False,"Chinese, Asian, Cantonese, Hong Kong",Vegetarian friendly,"Delivery, Takeout, Reservations, Seating, Highchairs Available, Serves Alcohol, Table Service",62.0,34.0,54.0,58.0,64.0,0.0
8413,The Pasty Shop,111,2.5,$,False,51.52879,-0.13465,False,False,"Fast Food, British",The menu does not match the diets,"Takeout, Wheelchair Accessible",55.0,7.0,17.0,17.0,15.0,0.0
8414,Boteh Jeghe,22,4.5,$$ - $$$,False,51.517193,-0.156892,False,False,"Healthy, Middle Eastern, Persian","Vegetarian friendly, Vegan options, Halal","Delivery, Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Street Parking, Highchairs Available, Wine and Beer, American Express, Mastercard, Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Family style, Non-smoking restaurants",1.0,1.0,0.0,3.0,17.0,0.0
8415,Chaconia,16,5.0,$,False,51.47571,-0.025836,True,False,Caribbean,"Vegetarian friendly, Vegan options","Takeout, Seating, Wheelchair Accessible, Cash Only",0.0,0.0,0.0,0.0,16.0,0.0
8416,Bansuri Dabeli,13,3.5,$,False,51.58304,-0.263063,False,False,"Indian, Fast Food",Vegetarian friendly,Takeout,2.0,1.0,2.0,2.0,6.0,0.0
8417,The Leigham Well,10,4.5,$,False,51.43027,-0.12737,False,False,"Bar, Grill, Pub",The menu does not match the diets,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Street Parking, Free off-street parking, Television, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards",0.0,0.0,2.0,0.0,8.0,0.0
8418,The Speakeasy,20,2.5,$$ - $$$,False,51.546303,-0.074676,False,False,"Bar, Pub",The menu does not match the diets,"Reservations, Seating, Table Service",9.0,1.0,1.0,5.0,4.0,0.0
8419,Courtyard Cafe at Jamyang,18,4.5,$$ - $$$,False,51.491764,-0.105388,False,False,"Cafe, Healthy","Vegetarian friendly, Vegan options","Takeout, Reservations, Outdoor Seating, Seating, Street Parking, Wheelchair Accessible, Digital Payments, Free Wifi, Accepts Credit Cards, Dog Friendly, Family style, Non-smoking restaurants",0.0,0.0,1.0,4.0,13.0,0.0
8420,Dipali,83,4.0,$$ - $$$,False,51.61939,-0.113842,False,False,"Indian, Asian, Balti, Bangladeshi","Vegetarian friendly, Vegan options, Halal","Delivery, Takeout, Reservations, Seating, Serves Alcohol, Full Bar, Table Service",14.0,4.0,2.0,18.0,45.0,0.0
8421,The Orangery At Cannizaro House,189,3.0,$$ - $$$,False,51.42421,-0.229421,False,False,"Italian, Pizza",The menu does not match the diets,"Reservations, Outdoor Seating, Private Dining, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Mastercard, Visa, Free Wifi, Discover, Accepts Credit Cards, Table Service, Family style, Gift Cards Available",46.0,32.0,35.0,32.0,44.0,0.0
8422,Italian Corner,21,5.0,$$ - $$$,False,51.501274,-0.284674,True,False,"Italian, Pizza, Cafe, Mediterranean",Vegetarian friendly,"Delivery, Takeout, Seating, Accepts Credit Cards, Table Service",0.0,0.0,0.0,1.0,20.0,0.0
8423,Colliers Wood Tandoori,25,5.0,$,False,51.42089,-0.1754,True,False,"Indian, Asian","Vegetarian friendly, Vegan options","Delivery, Takeout",0.0,0.0,0.0,3.0,22.0,0.0
8424,Kamayan sa Earls Court,63,3.0,$$ - $$$,False,51.492958,-0.193318,True,False,"Filipino, Asian",The menu does not match the diets,"Takeout, Seating, Serves Alcohol",18.0,6.0,12.0,14.0,13.0,0.0
